2482
0 9.5
5 9.5
5.1 0
999 0
1000 9.5
1005 9.5
1005.1 0
1999 0
2000 9.5
2005 9.5
2005.1 0
2999 0
3000 9.5
3005 9.5
3005.1 0
3999 0
4000 9.5
4005 9.5
4005.1 0
4999 0
5000 9.5
5005 9.5
5005.1 0
5999 0
6000 9.5
6005 9.5
6005.1 0
6999 0
7000 9.5
7005 9.5
7005.1 0
7999 0
8000 9.5
8005 9.5
8005.1 0
8999 0
9000 9.5
9005 9.5
9005.1 0
9999 0
10000 9.5
10005 9.5
10005.1 0
10999 0
11000 9.5
11005 9.5
11005.1 0
11999 0
12000 9.5
12005 9.5
12005.1 0
12999 0
13000 9.5
13005 9.5
13005.1 0
13999 0
14000 9.5
14005 9.5
14005.1 0
14999 0
15000 9.5
15005 9.5
15005.1 0
15999 0
16000 9.5
16005 9.5
16005.1 0
16999 0
17000 9.5
17005 9.5
17005.1 0
17999 0
18000 9.5
18005 9.5
18005.1 0
18999 0
19000 9.5
19005 9.5
19005.1 0
19999 0
20000 9.5
20005 9.5
20005.1 0
20999 0
21000 9.5
21005 9.5
21005.1 0
21999 0
22000 9.5
22005 9.5
22005.1 0
22999 0
23000 9.5
23005 9.5
23005.1 0
23999 0
24000 9.5
24005 9.5
24005.1 0
24999 0
25000 9.5
25005 9.5
25005.1 0
25999 0
26000 9.5
26005 9.5
26005.1 0
26999 0
27000 9.5
27005 9.5
27005.1 0
27999 0
28000 9.5
28005 9.5
28005.1 0
28999 0
29000 9.5
29005 9.5
29005.1 0
29999 0
30000 9.5
30005 9.5
30005.1 0
30999 0
31000 9.5
31005 9.5
31005.1 0
31999 0
32000 9.5
32005 9.5
32005.1 0
32999 0
33000 9.5
33005 9.5
33005.1 0
33999 0
34000 9.5
34005 9.5
34005.1 0
34999 0
35000 9.5
35005 9.5
35005.1 0
35999 0
36000 9.5
36005 9.5
36005.1 0
36999 0
37000 9.5
37005 9.5
37005.1 0
37999 0
38000 9.5
38005 9.5
38005.1 0
38999 0
39000 9.5
39005 9.5
39005.1 0
39999 0
40000 9.5
40005 9.5
40005.1 0
40999 0
41000 9.5
41005 9.5
41005.1 0
41999 0
42000 9.5
42005 9.5
42005.1 0
42999 0
43000 9.5
43005 9.5
43005.1 0
43999 0
44000 9.5
44005 9.5
44005.1 0
44999 0
45000 9.5
45005 9.5
45005.1 0
45999 0
46000 9.5
46005 9.5
46005.1 0
46999 0
47000 9.5
47005 9.5
47005.1 0
47999 0
48000 9.5
48005 9.5
48005.1 0
48999 0
49000 9.5
49005 9.5
49005.1 0
49999 0
50000 9.5
50005 9.5
50005.1 0
50999 0
51000 9.5
51005 9.5
51005.1 0
51999 0
52000 9.5
52005 9.5
52005.1 0
52999 0
53000 9.5
53005 9.5
53005.1 0
53999 0
54000 9.5
54005 9.5
54005.1 0
54999 0
55000 9.5
55005 9.5
55005.1 0
55999 0
56000 9.5
56005 9.5
56005.1 0
56999 0
57000 9.5
57005 9.5
57005.1 0
57999 0
58000 9.5
58005 9.5
58005.1 0
58999 0
59000 9.5
59005 9.5
59005.1 0
59999 0
60000 9.5
60005 9.5
60005.1 0
60999 0
61000 9.5
61005 9.5
61005.1 0
61999 0
62000 9.5
62005 9.5
62005.1 0
62999 0
63000 9.5
63005 9.5
63005.1 0
63999 0
64000 9.5
64005 9.5
64005.1 0
64999 0
65000 9.5
65005 9.5
65005.1 0
65999 0
66000 9.5
66005 9.5
66005.1 0
66999 0
67000 9.5
67005 9.5
67005.1 0
67999 0
68000 9.5
68005 9.5
68005.1 0
68999 0
69000 9.5
69005 9.5
69005.1 0
69999 0
70000 9.5
70005 9.5
70005.1 0
70999 0
71000 9.5
71005 9.5
71005.1 0
71999 0
72000 9.5
72005 9.5
72005.1 0
72999 0
73000 9.5
73005 9.5
73005.1 0
73999 0
74000 9.5
74005 9.5
74005.1 0
74999 0
75000 9.5
75005 9.5
75005.1 0
75999 0
76000 9.5
76005 9.5
76005.1 0
76999 0
77000 9.5
77005 9.5
77005.1 0
77999 0
78000 9.5
78005 9.5
78005.1 0
78999 0
79000 9.5
79005 9.5
79005.1 0
79999 0
80000 9.5
80005 9.5
80005.1 0
80999 0
81000 9.5
81005 9.5
81005.1 0
81999 0
82000 9.5
82005 9.5
82005.1 0
82999 0
83000 9.5
83005 9.5
83005.1 0
83999 0
84000 9.5
84005 9.5
84005.1 0
84999 0
85000 9.5
85005 9.5
85005.1 0
85999 0
86000 9.5
86005 9.5
86005.1 0
86999 0
87000 9.5
87005 9.5
87005.1 0
87999 0
88000 9.5
88005 9.5
88005.1 0
88999 0
89000 9.5
89005 9.5
89005.1 0
89999 0
90000 9.5
90005 9.5
90005.1 0
90999 0
91000 9.5
91005 9.5
91005.1 0
91999 0
92000 9.5
92005 9.5
92005.1 0
92999 0
93000 9.5
93005 9.5
93005.1 0
93999 0
94000 9.5
94005 9.5
94005.1 0
94999 0
95000 9.5
95005 9.5
95005.1 0
95999 0
96000 9.5
96005 9.5
96005.1 0
96999 0
97000 9.5
97005 9.5
97005.1 0
97999 0
98000 9.5
98005 9.5
98005.1 0
98999 0
99000 9.5
99005 9.5
99005.1 0
99999 0
100000 9.5
100005 9.5
100005.1 0
100999 0
101000 9.5
101005 9.5
101005.1 0
101999 0
102000 9.5
102005 9.5
102005.1 0
102999 0
103000 9.5
103005 9.5
103005.1 0
103999 0
104000 9.5
104005 9.5
104005.1 0
104999 0
105000 9.5
105005 9.5
105005.1 0
105999 0
106000 9.5
106005 9.5
106005.1 0
106999 0
107000 9.5
