2482
0 9.5
5 9.5
6 0
999 0
1000 9.5
1005 9.5
1006 0
1999 0
2000 9.5
2005 9.5
2006 0
2999 0
3000 9.5
3005 9.5
3006 0
3999 0
4000 9.5
4005 9.5
4006 0
4999 0
5000 9.5
5005 9.5
5006 0
5999 0
6000 9.5
6005 9.5
6006 0
6999 0
7000 9.5
7005 9.5
7006 0
7999 0
8000 9.5
8005 9.5
8006 0
8999 0
9000 9.5
9005 9.5
9006 0
9999 0
10000 9.5
10005 9.5
10006 0
10999 0
11000 9.5
11005 9.5
11006 0
11999 0
12000 9.5
12005 9.5
12006 0
12999 0
13000 9.5
13005 9.5
13006 0
13999 0
14000 9.5
14005 9.5
14006 0
14999 0
15000 9.5
15005 9.5
15006 0
15999 0
16000 9.5
16005 9.5
16006 0
16999 0
17000 9.5
17005 9.5
17006 0
17999 0
18000 9.5
18005 9.5
18006 0
18999 0
19000 9.5
19005 9.5
19006 0
19999 0
20000 9.5
20005 9.5
20006 0
20999 0
21000 9.5
21005 9.5
21006 0
21999 0
22000 9.5
22005 9.5
22006 0
22999 0
23000 9.5
23005 9.5
23006 0
23999 0
24000 9.5
24005 9.5
24006 0
24999 0
25000 9.5
25005 9.5
25006 0
25999 0
26000 9.5
26005 9.5
26006 0
26999 0
27000 9.5
27005 9.5
27006 0
27999 0
28000 9.5
28005 9.5
28006 0
28999 0
29000 9.5
29005 9.5
29006 0
29999 0
30000 9.5
30005 9.5
30006 0
30999 0
31000 9.5
31005 9.5
31006 0
31999 0
32000 9.5
32005 9.5
32006 0
32999 0
33000 9.5
33005 9.5
33006 0
33999 0
34000 9.5
34005 9.5
34006 0
34999 0
35000 9.5
35005 9.5
35006 0
35999 0
36000 9.5
36005 9.5
36006 0
36999 0
37000 9.5
37005 9.5
37006 0
37999 0
38000 9.5
38005 9.5
38006 0
38999 0
39000 9.5
39005 9.5
39006 0
39999 0
40000 9.5
40005 9.5
40006 0
40999 0
41000 9.5
41005 9.5
41006 0
41999 0
42000 9.5
42005 9.5
42006 0
42999 0
43000 9.5
43005 9.5
43006 0
43999 0
44000 9.5
44005 9.5
44006 0
44999 0
45000 9.5
45005 9.5
45006 0
45999 0
46000 9.5
46005 9.5
46006 0
46999 0
47000 9.5
47005 9.5
47006 0
47999 0
48000 9.5
48005 9.5
48006 0
48999 0
49000 9.5
49005 9.5
49006 0
49999 0
50000 9.5
50005 9.5
50006 0
50999 0
51000 9.5
51005 9.5
51006 0
51999 0
52000 9.5
52005 9.5
52006 0
52999 0
53000 9.5
53005 9.5
53006 0
53999 0
54000 9.5
54005 9.5
54006 0
54999 0
55000 9.5
55005 9.5
55006 0
55999 0
56000 9.5
56005 9.5
56006 0
56999 0
57000 9.5
57005 9.5
57006 0
57999 0
58000 9.5
58005 9.5
58006 0
58999 0
59000 9.5
59005 9.5
59006 0
59999 0
60000 9.5
60005 9.5
60006 0
60999 0
61000 9.5
61005 9.5
61006 0
61999 0
62000 9.5
62005 9.5
62006 0
62999 0
63000 9.5
63005 9.5
63006 0
63999 0
64000 9.5
64005 9.5
64006 0
64999 0
65000 9.5
65005 9.5
65006 0
65999 0
66000 9.5
66005 9.5
66006 0
66999 0
67000 9.5
67005 9.5
67006 0
67999 0
68000 9.5
68005 9.5
68006 0
68999 0
69000 9.5
69005 9.5
69006 0
69999 0
70000 9.5
70005 9.5
70006 0
70999 0
71000 9.5
71005 9.5
71006 0
71999 0
72000 9.5
72005 9.5
72006 0
72999 0
73000 9.5
73005 9.5
73006 0
73999 0
74000 9.5
74005 9.5
74006 0
74999 0
75000 9.5
75005 9.5
75006 0
75999 0
76000 9.5
76005 9.5
76006 0
76999 0
77000 9.5
77005 9.5
77006 0
77999 0
78000 9.5
78005 9.5
78006 0
78999 0
79000 9.5
79005 9.5
79006 0
79999 0
80000 9.5
80005 9.5
80006 0
80999 0
81000 9.5
81005 9.5
81006 0
81999 0
82000 9.5
82005 9.5
82006 0
82999 0
83000 9.5
83005 9.5
83006 0
83999 0
84000 9.5
84005 9.5
84006 0
84999 0
85000 9.5
85005 9.5
85006 0
85999 0
86000 9.5
86005 9.5
86006 0
86999 0
87000 9.5
87005 9.5
87006 0
87999 0
88000 9.5
88005 9.5
88006 0
88999 0
89000 9.5
89005 9.5
89006 0
89999 0
90000 9.5
90005 9.5
90006 0
90999 0
91000 9.5
91005 9.5
91006 0
91999 0
92000 9.5
92005 9.5
92006 0
92999 0
93000 9.5
93005 9.5
93006 0
93999 0
94000 9.5
94005 9.5
94006 0
94999 0
95000 9.5
95005 9.5
95006 0
95999 0
96000 9.5
96005 9.5
96006 0
96999 0
97000 9.5
97005 9.5
97006 0
97999 0
98000 9.5
98005 9.5
98006 0
98999 0
99000 9.5
99005 9.5
99006 0
99999 0
100000 9.5
100005 9.5
100006 0
100999 0
101000 9.5
101005 9.5
101006 0
101999 0
102000 9.5
102005 9.5
102006 0
102999 0
103000 9.5
103005 9.5
103006 0
103999 0
104000 9.5
104005 9.5
104006 0
104999 0
105000 9.5
105005 9.5
105006 0
105999 0
106000 9.5
106005 9.5
106006 0
106999 0
107000 9.5
107005 9.5
107006 0
107999 0
108000 9.5
108005 9.5
108006 0
108999 0
109000 9.5
109005 9.5
109006 0
109999 0
110000 9.5
110005 9.5
110006 0
110999 0
111000 9.5
111005 9.5
111006 0
111999 0
112000 9.5
112005 9.5
112006 0
112999 0
113000 9.5
113005 9.5
113006 0
113999 0
114000 9.5
114005 9.5
114006 0
114999 0
115000 9.5
115005 9.5
115006 0
115999 0
116000 9.5
